Progress Report,"Periodic, usually annual, report submitted by the grantee and used by NIH to assess progress and, except for the final progress report of a project period, to determine whether to provide funding for the budget period subsequent to that covered by the report. This report may also be called the non-competing continuation progress report."
Project Number,"Commonly referred to as the application number or grant number, depending upon its processing status. This unique identification number for the grant is composed of the type code, activity code, Institute code, serial number, support year, and/or suffix code. See also Application Identification Numbers."
Project Officer,See Program Official (PO)/Program Officer/Project Officer.
Project Performance Site,Location(s) of where the work described in the research plan will be conducted.
Project Period,"The total time for which Federal support of a project has been programmatically approved as shown in the NoA; however it does not constitute a commitment by the Federal government to fund the entire period. The total project period comprises the initial competitive segment, any subsequent competitive segment(s) resulting from a renewal award(s), and extensions."
PROMIS,Patient-Reported Outcomes Measurement Information Systems
Property,Real property or personal property.
Prospective Basic Science Studies Involving Human Participants,See Basic Experimental Studies with Humans
Prospectively Assigned,"As related to the definition of a clinical trial, a pre-defined process (e.g., randomization) specified in an approved protocol that stipulates the assignment of research subjects (individually or in clusters) to one or more arms (e.g., intervention, placebo, or other control) of a clinical trial."
Protected Personally Identifiable Information (Protected PII),"An individual's first name or first initial and last name in combination with any one or more of types of information, including, but not limited to, social security number, passport number, credit card numbers, clearances, bank numbers, biometrics, date and place of birth, mother's maiden name, criminal, medical and financial records, educational transcripts. This does not include PII that is required by law to be disclosed. (See also Personally Identifiable Information (PII)."
Protocol,"Formal description and design for a specific research project. A protocol involving human subject research must be reviewed and approved by an Institutional Review Board (IRB) if the research is not exempt, and by an IRB or other designated institutional process for exempt research."
Prototype         ,"A model of something to be further developed and includes designs, protocols, questionnaires, software, and devices."
Public Access Compliance Monitor (PACM),A web-based tool that institutions can use to track compliance of publications that fall under the NIH Public Access Policy.
Public Access Policy,The NIH policy designed to ensure that the public has access to the published results of NIH-funded research. See http://publicaccess.nih.gov/
Public Health Service (PHS),"Umbrella organization in the U.S. Federal Government consisting of eight HHS health Agencies, the Office of Public Health and Science, and the Commissioned Corps (a uniformed service of more than 6,000 health professionals). The NIH is the largest Agency within the PHS. Go to Office of the Assistant Secretary for Health, HHS."
PubMed,"PubMed provides access to citations from biomedical literature. It includes over 17 million citations from MEDLINE and other life science journals for biomedical articles back to the 1950s, along with links to full text articles and other scientific resources. These citations are indexed with a PMID, a series of numbers"
PubMed Central (PMC),"PubMed Central (PMC) is the NIH digital archive of full-text, peer-reviewed journal papers. These papers are indexed with a PMCID, a series of numbers preceded by 'PMC'. PMC content is publicly accessible and integrated with other databases. See: http://www.pubmedcentral.nih.gov/."
PubMed Central Reference Number (PMCID),"The reference number assigned to an article or manuscript archived in PubMed Central. The PMCID is the number that must be cited on applications, proposals or reports as part of compliance with the Public Access Policy. See also ""Citation ID."""
PubMed ID Number (PMID),The unique number assigned to a PubMed citation for an article published in a journal. This number does NOT indicate compliance with the Public Access Policy.
R&D ,Research & Development
R01 Equivalent Grant,"R01-equivalent grants are defined as activity codes DP1, DP2, DP5, R01, R23, R29, R37, R56, RF1, RL1, U01 and R35 from select NIGMS and NHGRI program announcements (PAs). Not all of these activities may be in use by NIH every year."
Racial Categories       ,"American Indian or Alaska Native: A person having origins in any of the original peoples of North, Central, or South America, and who maintains tribal affiliation or community attachment.


	 


Asian: A person having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent including, for example, Cambodia, China, India, Japan, Korea, Malaysia, Pakistan, the Philippine Islands, Thailand, and Vietnam. (Note: Individuals from the Philippine Islands have been recorded as Pacific Islanders in previous data collection strategies.)


	 


Black or African American: A person having origins in any of the black racial groups of Africa. Terms such as Haitian or ""Negro"" can be used in addition to Black or African American. 


	 


Native Hawaiian or Other Pacific Islander: A person having origins in any of the original peoples of Hawaii, Guam, Samoa, or other Pacific Islands.


	 


White: A person having origins in any of the original peoples of Europe, the Middle East, or North Africa."
Racial Subpopulations  ,See Ethnic/Racial Subpopulations 
Rating Criteria,See Initial Peer Review Criteria.
RBM,Research Business Model
Re-Competing ,See Renewal.
Real Property ,"Land, including land improvements, structures, and appurtenances, but not movable machinery and equipment."
REAP,Research Enhancement Award Programs
Rebuttal,Procedure for contesting the peer review of a grant application. Synonymous with appeal.
"Receipt, Referral, and Assignment of Applications",Routing of applications arriving at NIH. The Division of Receipt and Referral (DRR) of CSR is the central receipt point for competing applications. The role of the DRR is to assign each application to a review group that has the expertise to evaluate the scientific and technical merit of the application and to one or more ICs for funding consideration. Information on the assignment of grant applications is accessed through the Commons.
Recipient,"An entity, usually but not limited to non-Federal entities, that receives a Federal award directly from a Federal awarding agency to carry out an activity under a Federal program. The term may also include an Individual. The term recipient does not include subrecipients, except as indicated below. See also Non-Federal entity."
Reference Letter or Letters of Reference,"A reference letter (or reference form for individual fellowship programs) are letters of recommendation. Letters must be submitted by the same deadline as the grant application and can be submitted before the application itself, as early as the opening date of the Funding Opportunity Announcement (FOA). See Reference Letter FAQs."
Release Date/Posted Date,Date of publication of a Funding Opportunity Announcement in the NIH Guide for Grants and Contracts and Grants.gov.
Renewal Application,"An application requesting additional funding for a period subsequent to that provided by a current award. Renewal applications compete for funds with all other peer reviewed applications, and must be developed as fully as though the applicant is applying for the first time. The previous NIH term was ""competing continuation."""
RePORT,Research Portfolio Online Reporting Tools
Request for Application (RFA),"An RFA is a formal statement that solicits grant or cooperative agreement applications in a well-defined scientific area to accomplish specific program objectives. An RFA indicates the estimated amount of funds set aside for the competition, the estimated number of awards to be made, whether cost sharing is required, and the application submission date(s). For cooperative agreements, the RFA will describe the responsibilities and obligations of NIH and awardees as well as joint responsibilities and obligations. Applications submitted in response to an RFA are usually reviewed by a Scientific Review Group (SRG) specially convened by the awarding component that issued the RFA.
Learn more about types of funding opportunity announcements ."
Request for Proposals (RFP) ,"Announces that NIH would like to award a contract to meet a specific need, such as the development of an animal model. RFPs have a single application receipt date and are published in the NIH Guide for Grants and Contracts."
Research & Development (R&D),"All research activities, both basic and applied, and all development activities that are performed by HHS award recipients. The term research also includes activities involving the training of individuals in research techniques where such activities utilize the same facilities as other research and development activities and where such activities are not included in the instruction function. ""Research' is defined as a systematic study directed toward fuller scientific knowledge or understanding of the subject studied. ""Development' is the systematic use of knowledge and understanding gained from research directed toward the production of useful materials, devices, systems, or methods, including design and development of prototypes and processes."
Research Administrator ,The Research Administrator acts as a local agent of the AOR and/or PD/PIs providing day-to-day grant-related support. See also Roles and Responsibilities-Recipient Staff.
Research and Development (R&D) Contract ,"A funding mechanism by which the NIH procures specific services. These are negotiated contracts which may be funded from intramural or extramural accounts. Excluded are inter/intra-Agency agreements (Y01 and Y02), resource and support contracts (N02), and station support contracts (N03)."
Research Career Awards (RCA) ,See Career Development Awards.
Research Centers,"Center grants are awarded to institutions on behalf of program directors and groups of collaborating investigators. They support long-term, multi-disciplinary programs of research and development. They may include multiple components, including core facilities and services, subprojects, or linked awards."
Research Facilities Improvement Program (RFIP) ,"The National Center for Research Resources supports the Research Facilities Improvement Program (RFIP). RFIP grants are provided to public and nonprofit private biomedical institutions to expand, remodel, and renovate or alter existing research and animal facilities or construct new research and animal facilities. Improvements under this program must support basic and/or clinical biomedical and behavioral research, and they may also support research training."
Research Grants ,"Major extramural research grants awarded to institutions, hospitals, and other research organizations, including small businesses, to support circumscribed research led by investigators, create developmental opportunities, and to provide research related resources under programs such as Research Careers, Research Centers, Research Projects, SBIR/STTRs, and Other Research."
Research Misconduct,"Fabrication, falsification, or plagiarism in proposing, performing, or reporting research, or in reporting research results.


		Fabrication is making up data or results and recording or reporting them.

		Falsification is manipulating research materials, equipment, or processes, or changing or omitting data or results such that research is not accurately represented in the research record.

		Plagiarism is the appropriation of another person's ideas, processes, results, or words without giving appropriate credit.

		Research misconduct does not include honest error or honest differences of opinion."
Research Patient Care Costs ,Costs of routine and ancillary services provided by hospitals to participants in research protocols.
Research Performance Progress Report (RPPR) ,"Progress reports are required annually to document grantee accomplishments and compliance with terms of award. They describe scientific progress, identify significant changes, report on personnel, and describe plans for the subsequent budget period or year. See http://grants.nih.gov/grants/rppr/"
Research Portfolio,The cohort of grants supported by a given NIH organization.
Research Project Grant (RPG),"An award made to an institution/organization to support discrete, specified, circumscribed projects to be performed by named investigators in areas representing their specific interest and competencies.


	Research Project Grants and Cooperative Agreements include the following activity codes:



		R00, R01, R03, R15, R21, R33, R34, R35, R36, R37, R50, R56, R61, RC1, RC2, RC3, RC4, RF1, RL1, RL2, RL9, P01, P42, PM1, PN1, RM1, UA5, UC1, UC2, UC3, UC4, UC7, UF1, UG3, UH2, UH3, UH5, UM1, UM2, U01, U19, U34, DP1, DP2, DP3, DP4, DP5.
	


	NIH's most commonly used grant program is the Research Project Grant Program (R01). See Types of Grant Programs."
Research Supplement Programs for Special Populations,"An award made to an institution/organization to support discrete, specified, circumscribed projects to be performed by named investigators in areas representing their specific interest and competencies NIH's most commonly used grant program is the Research Project Grant Program (R01). See Types of Grant Programs."
Responsible Party,Responsible party is the term used in Title VIII of the Food and Drug Administration Amendments Act (FDAAA) of 2007 (P.L. 110-85) to refer to the entity or individual who is responsible under FDAAA for registering a clinical trial and submitting clinical trial information to ClinicalTrials.gov.
Restriction,Special term and condition in a Notice of Award or article in a contract that limits activities and expenditures. It may be lifted or adjusted if the requirements are met.
Resubmission,"An unfunded application that has been modified following initial review and resubmitted for new consideration. Before a resubmission application can be submitted, the PD/PI must have received the summary statement from the previous review. A resubmission application may be submitted for new, renewal, or revision applications. NIH allows only one resubmission application. Policies regarding resubmission applications can be found in the application guide. A resubmission has a suffix in its application identification number, e.g., A1.

See Resubmission Policy."
Review Committee,"The terms Study Section and Review Committee are normally used for continuing Scientific Review Groups in the Center for Scientific Review or NIH Institute, respectively. These are groups with members who have been appointed for multi-year terms of service; at any given meeting there are also usually a number of temporary members present to provide the expertise needed to review the applications."
Review Cycle,"Refers to the Center for Scientific Review's thrice yearly initial peer review cycle, from the receipt of applications to the date of the review. See Standard Receipt Dates"
Revision,"As defined in the Federalwide SF424 (R&R): An application that proposes a change in 1) the Federal Government's financial obligations or contingent liability from an existing obligation, or 2) any other change in the terms and conditions of the existing award. Note in general for NIH applicants, #2 would not require the submission of another application. NIH grantees use revision applications to request an increase in support in a current budget period for expansion of the project's approved scope or research protocol. Applicants must apply and undergo peer review. The previous NIH term was ""competing supplemental."" NOTE: The former NIH term ""revision,"" is now ""resubmission"". A revision has a suffix in its application identification number; e.g., S1."
RFA,See Request for Application.
RFP,See Request for Proposals.
RFQ,Request for Quotes (Contracts)
RG,Center for Scientific Review
RO,Referral Officer
Roadmap Initiative (RM) ,See Common Fund.
Role,"The functions a user can perform in a system are based on the role assigned to his or her account. 

	Examples:


	 



		In the eRA Commons system a person with the Signing Official (SO) role can electronically sign and submit applications, progress reports and other official grant documents to the agency on behalf of their organization.
	

		In the Grants.gov system a person with the Authorized Organization Representative (AOR) role can submit grant applications for their organization."
RPG,See Research Project Grant
RPO ,Review Policy Officer
RR,National Center for Research Resources
Ruth L. Kirschstein National Research Service Awards (NRSA),Awards to both individuals and institutions to provide research training in specified health-related areas. Go to Ruth L. Kirschstein National Research Service Award Research Training Grants and Fellowships.
Salary Cap/Limitation,"A legislatively-mandated provision limiting the direct salary (also known as salary or institutional base salary, but excluding any fringe benefits and F&A costs) for individuals working on NIH grants, cooperative agreement awards, and extramural research and development contracts. For current and historical salary cap levels, go to Salary Cap Summary."
SAM,System for Award Management
SAM,See System for Award Management (SAM)
SBIR/STTR Technical Data         ,All data generated during the performance of an SBIR/STTR award.
SBIR/STTR Technical Data Rights     ,"The rights a small business concern obtains in data generated during the performance of any SBIR/STTR Phase I, Phase II, or Phase III award that an awardee delivers to the Government during or upon completion of a Federally-funded project, and to which the Government receives a license."
Science Experts Network (SciENcv),"This new electronic system will enable researchers to easily assemble the information (including expertise, employment, education and professional accomplishments) to populate an NIH biographical sketch (biosketch). (Beta Version available Sept. 2013 See NIH Guide Notice NOT-OD-13-114)"
Scientific Overlap ,Overlap of support occurs when substantially similar research is proposed in more than one concurrent PHS grant application.
Scientific Review Group (SRG),"A peer review committee group of primarily non-government experts (peer reviewers), qualified by training or experience in particular scientific or technical fields, or as authorities knowledgeable in the various disciplines and fields related to the applications under review, to evaluate and give expert advice on the scientific and technical merit of the applications. No more than one-fourth of the members of any SRG may be Federal employees, as noted in 42 CFR 52(h)."
Scientific Review Officer (SRO),"The NIH official who serves as the designated Federal official having legal responsibility for managing the peer review meeting, the procedures for evaluating the applications assigned to the SRG and the determinations and management of conflicts of interest, as noted in 42 CFR 52(h)."
Scientific Rigor ,"The strict application of the scientific method to ensure robust and unbiased experimental design, methodology, analysis, interpretation and reporting of results. This includes full transparency in reporting experimental details so that others may reproduce and extend the findings."
Scope of Work ,"The aims, objectives, and purposes of a grant; as well as the methodology, approach, analyses or other activities; and the tools, technologies, and timeframes needed to meet the grant's objectives. This includes the research or training plan included with the original grant application, along with any approved modifications."
Scored Review Criteria,"For research grant applications, and most other types of applications, reviewers judge the overall impact to reflect their assessment of the likelihood for the project to exert a sustained, powerful influence on the research field(s) involved, taking into account five criteria, among other pertinent factors: Significance, Investigator(s), Innovation, Approach, and Environment. These scored review criteria may not be applicable for some types of applications. When these criteria are not applicable, the FOA will include the specific review criteria. Reviewers will consider each of the five criteria in the determination of scientific and technical merit, and give a separate score for each. An application does not need to be strong in all categories to be judged likely to have a major scientific impact. See Peer Review Process/Scoring for additional information."
Select Agent,"Biological agent or toxin listed in 42 CFR Part 73, 7 CFR Part 331 and 9 CFR Part 121, or the HHS and USDA Select Agents and Toxins List.

Investigators who possess or use a select agent must register with and get approval from either the CDC Select Agent Program or USDA APHIS Agricultural Select Agent Program, depending on the agent."
Selective Pay,The funding of a small number of programmatically important applications at the margin of the payline as recommended by Council.
Senior/Key Personnel,"The PD/PI and other individuals who contribute to the scientific development or execution of a project in a substantive, measurable way, whether or not they receive salaries or compensation under the grant. Typically these individuals have doctoral or other professional degrees, although individuals at the masters or baccalaureate level may be considered senior/key personnel if their involvement meets this definition. Consultants and those with a postdoctoral role also may be considered senior/key personnel if they meet this definition. Senior/key personnel must devote measurable effort to the project whether or not salaries or compensation are requested. ""Zero percent"" effort or ""as needed"" are not acceptable levels of involvement for those designated as Senior/Key Personnel."
SEP,See Special Emphasis Panel
Service Provider,"A Service Provider is a commercial company that assists applicants, for a fee, in submitting grant applications electronically through Grants.gov to NIH and other federal agencies. See Service Providers."
Set-Aside,"Money taken out of the budget for a specific purpose, for example, to fund a congressionally mandated program."
Sex/Gender   ,"Refers to the classification of research subjects into two categories: male and female. In some cases, representation is unknown, because sex/gender composition cannot be accurately determined (e.g., pooled blood samples or stored specimens without sex/gender designation). In addition, sex/gender classification is based on the self-reporting of participants enrolled in the research study. Investigators should consider the scientific goals of their study when requesting this information particularly if the research may include individuals whose gender identity differs from their sex assigned at birth."
Sexual Harassment ,"Actions contributing to sexual harassment include unwelcome sexual advances, requests for sexual favors and other verbal or physical conduct of a sexual nature. Harassment does not have to be of a sexual nature. Sexual harassment can be committed by anyone men or women, against men or women, and by a supervisor, co-worker, subordinate, or non-employee.


	In Education, sexual harassment is actionable under Title IX when it is so severe, pervasive, and objectively offensive, that it undermines and detracts from the victims educational experience, such that the victims are effectively denied equal access to an institution s resources and opportunities.*


	In Employment, sexual harassment is unlawful when it is so severe and pervasive that a reasonable person would consider it a hostile or intimidating work environment or when enduring the offensive conduct becomes a condition of continued employment.


*Davis v. Monroe County Board of Education, 526 U.S. 629, 649 (1999)."
SF424 (R&R),See Standard Form 424 (Research & Related) (SF424 (R&R))
Sharing Model Organisms,See Model Organism Sharing.
SIC,Special Interest Category
Significant Differences ,"For purposes of NIH policy, a ""significant difference"" is a difference that is of clinical or public health importance, based on substantial scientific data. This definition differs from the commonly used ""statistically significant difference,"" which refers to the event that, for a given set of data, the statistical test for a difference between the effects in two groups achieves statistical significance. Statistical significance depends upon the amount of information in the data set. With a very large amount of information, one could find a statistically significant, but clinically small difference that is of very little clinical importance. Conversely, with less information one could find a large difference of potential importance that is not statistically significant."
Significant Rebudgeting,A threshold that is reached when expenditures in a single direct cost budget category deviate (increase or decrease) from the categorical commitment level established for the budget period by more than 25 percent of the total costs awarded. Significant re-budgeting is one indicator of change in scope.
Signing Official (SO),"A Signing Official (SO) has institutional authority to legally bind the institution in grants administration matters. The individual fulfilling this role may have any number of titles in the grantee organization. The label, ""Signing Official,"" is used in conjunction with the NIH eRA Commons. The SO can register the institution, and create and modify the institutional profile and user accounts. The SO also can view all grants within the institution, including status and award information. An SO can create additional SO accounts as well as accounts with any other role or combination of roles. For most institutions, the Signing Official (SO) is located in its Office of Sponsored Research or equivalent."
Simplified Acquisition Threshold ,The dollar amount below which a non-Federal entity may purchase property or services using small purchase methods. Non-Federal entities adopt small purchase procedures in order to expedite the purchase of items costing less than the simplified acquisition threshold. The simplified acquisition threshold is set by the Federal Acquisition Regulation at 48 CFR Subpart 2.1 and in accordance with 41 USC 1908. (See also Micro-purchase).
Small Business Concern,"A business that is independently owned and operated and not dominant in its field of operation; has its principal place of business in the United States and is organized for profit; is at least 51 percent owned, or in the case of a publicly owned business, at least 51 percent of its voting stock is owned by U.S. citizens or lawfully admitted permanent resident aliens; has, including its affiliates, not more than 500 employees; and meets other regulatory requirements established by the Small Business Administration at 13 Code of Federal Regulations (CFR) Part 121."
Small Business Innovation Research (SBIR) ,"A program designed to support small business concerns conducting innovative research/research & development with potential for commercialization. For the computation of success rates, SBIR awards are not included in the count of RPGs. Go to Small Business Funding Opportunities."
Small Business Technology Transfer (STTR) ,"A program designed to support cooperative research/research & development with potential for commercialization, through a formal cooperative effort between a small business and a U.S. research institution. For the computation of success rates, STTR awards are not included in the count of RPGs. Go to Small Business Funding Opportunities."
Source Selection,A contracting term denoting the review process by which a contractor is selected.
Special Emphasis Panel (SEP),Scientific Review Groups formed on an ad hoc basis to review applications requiring special expertise or when a conflict of interest situation occurs.Scientific Review Groups formed on an ad hoc basis to review applications requiring special expertise or when a conflict of interest situation occurs.
Special Purpose Equipment ,"Equipment which is used only for research, medical, scientific, or other technical activities. Examples of special purpose equipment include microscopes, x-ray machines, surgical instruments, and spectrometers. See also Equipment and General purpose equipment."
Specific Aims,"A component of an application's Research Plan which describes concisely the goals of the proposed research and summarizes the expected outcome(s), including the impact that the results of the proposed research will exert on the research field(s) involved.. Includes the specific objectives of the research proposed (e.g., to test a stated hypothesis, create a novel design, solve a specific problem, challenge an existing paradigm or clinical practice, address a critical barrier to progress in the field, or develop new technology)."
Sponsor/Co-Sponsor ,One or more designated individual(s) responsible for providing the fellow with research training and career guidance throughout the grant award period.
Sponsoring Institution ,Institution legally responsible for committing facilities for the Kirschstein-NRSA Individual Fellowship applicant and financially responsible for the use and disposition of fellowship funds.
SRG,See Scientific Review Group
Standard Form 424 (Research & Related) [SF424 (R&R)],"The application data set used by NIH for the electronic submission of grant applications through Grants.gov to NIH. The data set is owned and maintained by Grants.gov and includes both federal-wide and agency-specific forms.


	The SF424 (R&R) forms used to submit a grant application to NIH are posted with the specific funding opportunity announcement to which you want to apply. Application guides and format pages used in conjunction with the SF424 (R&R) forms can be found at: http://grants.nih.gov/grants/forms/new-renewal-revisions.htm."
State,"Any state of the United States, the District of Columbia, the Commonwealth of Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, the Commonwealth of the Northern Mariana Islands, and any agency or instrumentality thereof exclusive of local governments."
State Government,"The Government of any State of the United States, the District of Columbia, the Commonwealth of Puerto Rico, any U.S. territory or possession, or any A gency or instrumentality of a State exclusive of local Governments. For purposes of NIH grants, federally recognized Indian Tribal Governments generally are considered State Governments. State institutions of higher education and State hospitals are not considered State Governments for HHS's general administrative requirements for grants and the NIHGPS."
Statement of Work (SOW) ,"In a contract proposal, the detailed description of the work to be performed under the contract."
Status,"Allows Principal Investigators to review the current status of all their grant applications and review detailed information associated with their grants. Institution Officials [i.e., Signing Official (SO) or Administrative Official (AO) associated with the institution] can see a summary view of grant applications, review the Notice of Grant Award, and access the Progress Report face page."
Stipend,A payment made to an individual under a fellowship or training grant in accordance with pre-established levels to provide for the individual's living expenses during the period of training. A stipend is not considered compensation for the services expected of an employee.
Streamlined Non-Competing Award Process (SNAP) ,"Streamlined process that includes a number of provisions that modify annual progress reports, NoAs, and financial reports. Funds are automatically carried over and are available for expenditure during the entire project period. All NIH award notices identify whether the grant is subject to or excluded from SNAP.

	Routinely applied to:

	all 'K' awards and 'R; awards, except R35s. Awards excluded from SNAP are those that do not having the authority to automatically carry over un-obligated balances (centers, cooperative agreements, Kirschstein-NRSA institutional training grants, non-Fast Track Phase I SBIR and STTR awards, clinical trials (regardless of activity code),

	Program Project Grants (P01s), R35s and awards to individuals. See section 8.4.1.2 Streamlined Non-Competing Award Process in the NIHGPS for additional information.
SNAP instructions for submitting the progress report appear in the PHS 2590 Non-Competing Continuation Progress Report. When SNAP applies, the progress report must be submitted electronically using the eSNAP module in eRA Commons."
Streamlined Review,"In the peer review process, applications not considered by the Scientific Review Group to be in the more meritorious half are 'streamlined' and designated Not Discussed. Streamlined applications are not discussed at the review meeting and will not be assigned a numerical overall impact/priority score, but the applicants do receive the reviewers' critiques. Streamlined applications will receive criterion scores from the assigned reviewers in addition to the reviewers' critiques to help applicants assess whether or not they should submit a resubmission application."
STTR,See Small Business Technology Transfer.
Study,"A research protocol or set of experiments designed to investigate a scientific question.


The definition of a clinical study for the purposes of registering and reporting in ClinicalTrials.gov, can be found here."
Study Record,"A set of data elements about a research investigation involving human subjects that describes a proposed or on-going study, most commonly used in the context of the PHS Human Subjects and Clinical Trials Information form.


Note that for the purposes of initial application, NIH supports grouping studies that use the same human subjects population and same research protocols , the same research procedures, and the same human subjects population into a single study record, to the extent that the information provided is accurate and understandable to NIH staff and reviewers."
Study Section,"The terms Study Section and Review Committee are normally used for continuing Scientific Review Groups in the Center for Scientific Review or NIH Institute, respectively. These are groups with members who have been appointed for multi-year terms of service; at any given meeting there are also usually a number of temporary members present to provide the expertise needed to review the applications."
Subaward,"An award provided by a pass-through entity to a subrecipient for the subrecipient to carry out part of a Federal award received by the pass-through entity. It does not include payments to a contractor or payments to an individual that is a beneficiary of a Federal program. A subaward may be provided through any form of legal agreement, including an agreement that the pass-through entity considers a contract. The term includes consortium agreements."
Subproject,"A subproject is a discrete and clearly identifiable segment of a multicomponent application which has an identified project leader (may be different from the principal investigator on the application) and a separate budget. A subproject may include a scientific investigation, the provision of a service or resource, or a combination of activities and receives a specific review assignment and assessment (score and/or descriptor). Most commonly, subprojects are part of the M,P,S, and U mechanisms. A consortium/subcontract is not the same as a subproject."
Subrecipient,A non-Federal entity that receives a subaward from a pass-through entity to carry out part of a Federal program; but does not include an individual that is a beneficiary of such program. A subrecipient may also be a recipient of other Federal awards directly from a Federal awarding agency. The term includes consortium participants.
Success Rate,"Indicates the percentage of reviewed RPG applications receiving funding computed on a fiscal year basis. It is determined by dividing the number of competing applications funded by the sum of the total number of competing applications reviewed and the number of funded carryovers.

NOTE: Applications having one or more amendments in the same fiscal year are only counted once. Success rate computations exclude SBIR/STTRs.

For additional information see post on paylines, percentiles and success rates."
Success Rate Base,"The basis for computing the Research Project Grant (RPG) success rate. It includes the total number of competing applications reviewed (the number of applications subjected to a streamlined review process).

Also known as Rate Base."
Successor-in-Interest,"Process whereby the rights to and obligations under an NIH grant(s) are acquired incidental to the transfer of all of the assets of the grantee or the transfer of that part of the assets involved in the performance of the grant(s). A SII may result from legislative or other legal action, such as a merger or other corporate change."
Summary Statement,"A combination of the reviewers' written comments and the SRO's summary of the members' discussion during the study section meeting. It includes the recommendations of the study section, a recommended budget, and administrative notes of special considerations."
Supplement,"A request for additional funds either for the current operating year or for any future year recommended previously.

Also known as a Type 3 application or award, a supplement can be either non-competing (administrative) or competing (subject to peer review); however, the latter is now called 'Revision'."
Supplies,"All tangible personal property other than those described in Equipment. A computing device is a supply if the acquisition cost is less than the lesser of the capitalization level established by the non-Federal entity for financial statement purposes or $5,000, regardless of the length of its useful life. See Computing devices and Equipment."
Support (DEAS) ,"Provides centralized support activities for grants management, program and peer review activities. Before the advent of DEAS, these activities were carried out by extramural staff located at individual Institutes and Centers."
Suspension of Award Activities,An action by the NIH awarding IC requiring the recipient to cease all activities on the award pending corrective action by the recipient. It is a separate action from suspension under HHS regulations (2 CFR 376) implementing Executive Orders 12549 and 12689. (See Public Policy Requirements and Objectives-Debarment and Suspension and Administrative Requirements-Enforcement Actions).
System for Award Management (SAM),"As of July 2012, the System for Award Management (SAM) replaced the Central Contractor Registry (CCR).
The System for Award Management (SAM) is a website that consolidates Federal procurement systems and the Catalog of Federal Domestic Assistance (CFDA). Currently CCR, FedReg, ORCA and EPLS have been migrated to SAM. You must be registered on SAM (within the Entity Management section), Grants.gov and eRA Commons to successfully submit an application to NIH."
System Issue,"Most system issues are technical problems with federal systems used for electronic submission of grant applications (e.g., ASSIST, Grants.gov, eRA Commons, SAM) that keep an applicant from successfully submitting their grant application on time. System issues must be reported to the eRA Service Desk on or before the deadline and will be investigated on a case-by-case basis. Please note: Problems with computer systems at the applicant organization, failure to complete required registrations by the submission deadline or failure to follow documented instructions are not typically considered system issues.


 Learn more about our Guidelines for Applicants Experiencing System Issues."
Targeted Research,"Research funded as a result of an I nstitute set aside of dollars for a specific scientific area. Institutes solicit applications using research initiatives (RFAs for grants, RFPs for contracts). Targeted research applications are reviewed by chartered peer review committees within I nstitutes. The opposite is Investigator-Initiated Research."
Targeted/Planned Enrollment Data,Provides race and ethnicity data for projected number of human subject participants to be enrolled in an NIH-funded clinical research study. The data is provided in competing applications and annual progress reports.
TDC,Total Direct Cost
Technology Transfer,"Sharing of knowledge and facilities among F ederal laboratories, industry, universities, G overnment, and others to make federally generated scientific and technological advances accessible to private industry and S tate and local G overnments. Go to NIH Office of Technology Transfer."
Termination,"The ending of a Federal award, in whole or in part at any time prior to the planned end of period of performance."
Terms and Conditions of Award,"All legal requirements imposed on a grant by NIH, whether based on statue, regulation, policy, or other document referenced in the grant award, or specified by the grant award document itself. The Notice of Award may include both standard and special conditions that are considered necessary to attain the grant's objectives, facilitate post award administration of the grant, conserve grant funds, or otherwise protect the Federal Government's interests."
Tethered Application/Grant,"When applications are submitted collaboratively the applications are associated and reviewed as a single project. If selected for funding, each application will receive a separate award to fund the collaborative project. The awards may be linked together through special terms and conditions. Note this term may also apply when a single consolidated application is submitted involving multiple components that ultimately receive separate, but linked awards."
Third-Party in-Kind Contributions ,"The value of non-cash contributions (i.e., property or services) that: (1) Benefit a federally assisted project or program; and (2) Are contributed by non-Federal third parties, without charge, to a non- Federal entity under a Federal award."
TIN,Federal Taxpayer Identification Number (same as EIN)
Total Costs,The total allowable costs (both direct costs and F&A costs) incurred by the recipient to carry out a grant-supported project or activity. Total project costs include costs charged to the NIH grant and costs borne by the recipient to satisfy a matching or cost-sharing requirement.
TR,National Center for Advancing Translational Sciences (NCATS)
Training Awards,"Awards designed to support the research training of scientists for careers in the biomedical and behavioral sciences, as well as help professional schools to establish, expand, or improve programs of continuing professional education. Training awards consist of institutional training grants (T) and individual fellowships (F). Go to NIH Research Training Opportunities."
Translational Research,"Translational research includes two areas of translation. One is the process of applying discoveries generated during research in the laboratory, and in preclinical studies, to the development of trials and studies in humans. The second area of translation concerns research aimed at enhancing the adoption of best practices in the community. Cost-effectiveness of prevention and treatment strategies is also an important part of translational science."
Transparency Act (Federal Funding Accountability and Transparency Act),"The Federal Funding Accountability and Transparency Act of 2006, as amended (""Transparency Act""), requires the Office of Management and Budget to establish a single searchable database, accessible to the public, with information on financial assistance awards made by Federal agencies. The Transparency Act also includes a requirement for recipients of Federal grants to report information about first-tier subawards and executive compensation under Federal assistance awards. See Federal Funding Accountability and Transparency Act."
TW,John E. Fogarty International Center
Type,See Application Types.
U Series,See Cooperative Agreement
